6542	12380
10374	12937
2258	14038
11724	14350
3730	17723
3935	8721
2179	5439
4295	17779
495	7549
10769	18646
2988	15646
18914	19109
911	2839
1148	2248
8532	13226
7985	8278
6135	9760
13940	14180
2880	11675
2629	9668
3092	8952
4725	11452
9486	12109
4726	4872
5854	11557
3551	18517
5215	15008
2011	8521
2263	16946
2978	3514
16929	18517
9880	14493
12411	17586
4475	9260
8386	19597
542	13689
8590	19031
2342	12750
3182	16278
7581	11389
14441	15759
1854	19190
8666	19560
7460	11802
16340	19205
10200	19648
9169	10085
1925	13092
3332	13833
1438	13003
4723	4994
6302	11050
15185	16185
16173	17672
12920	14877
5477	15685
3136	15226
3784	10422
2235	16427
12755	17174
8217	17698
326	2252
5349	12513
9777	10363
3904	19415
3311	8698
1671	13652
1101	9356
3392	8666
8198	17994
11082	13785
3909	12372
2332	14062
16543	16729
8447	15796
7339	13845
405	12108
9693	12966
3700	15642
5669	11998
7221	11663
10933	17760
55	8386
4398	18735
2859	4827
11454	11806
6690	11330
982	4028
6797	14476
1882	14403
12815	16000
6385	10457
9445	17275
8584	15878
14321	14894
14687	19708
9401	16893
3763	15890
7643	8500
5941	19452
9320	9888
420	9301
3427	14833
5037	10538
936	18831
9033	13159
6290	14624
3523	4300
3231	19269
5308	13737
4541	10550
8515	19113
13538	19247
10854	17968
13291	18257
6732	9742
5182	7104
6112	12621
14496	16593
1133	15155
1734	15372
3605	7985
1048	10752
7279	14117
5238	12181
7486	11055
3597	19406
6576	19550
3760	3970
3645	13709
12596	15140
16426	17923
3515	3648
7227	12858
17429	17903
17678	18687
1925	17381
11677	18131
1961	6722
3761	16039
3052	12519
8587	14205
7845	13875
7030	18404
13530	14181
1299	8333
11218	14728
17723	17731
18065	18820
1933	9036
13476	15826
2397	8800
13576	17841
10728	18214
2789	17380
9579	15268
7813	13197
132	14590
9360	17927
8385	18273
3083	15588
7073	11630
9384	12842
6597	13429
1601	7401
12837	18455
2011	9175
2359	11678
9051	11713
2791	9209
2095	9436
7266	8919
6425	10945
10601	16849
4652	9500
16330	17155
2880	10330
5695	11023
4284	14267
10444	12554
8694	10209
7174	15153
18393	18788
776	19372
1332	12963
17168	19133
379	11408
3090	13488
7336	14344
7913	11876
12987	13893
7054	11017
2852	7361
2483	13739
5709	7405
2209	18476
9914	10330
11032	16060
2238	11220
6615	9524
4489	7602
3890	8862
3686	12947
677	1905
14080	14387
15024	16899
7247	7429
11138	17287
2776	3763
4310	10457
11685	15249
8378	12610
13417	18250
1801	7805
2301	5048
6085	12738
868	14976
10060	19528
37	15780
3893	13877
9476	17733
8460	14310
2067	11301
4657	4757
1098	11009
14494	16382
5858	11640
1458	8739
1736	15266
3988	9590
8927	16228
5040	17820
340	13596
4664	16728
1958	11181
33	2556
11913	19364
9762	16354
1200	13267
1722	3462
3017	11992
8288	13064
2747	7510
1194	16553
12306	13965
8777	12859
4064	15567
2983	3195
7264	7602
1033	15465
13502	16094
8541	15162
9036	14466
15398	16004
1857	10060
13820	13877
3106	13945
6856	16753
9840	14094
5413	7972
8149	9626
1540	9352
1031	7052
5183	14678
7469	16124
12463	12868
12829	14958
17873	18414
6476	12310
97	12848
8981	16375
8731	11658
11851	15352
14743	18732
8981	12684
16680	18499
1769	8481
1472	8623
13986	14079
7510	13051
12052	17122
5368	18064
144	10588
2911	16216
2064	12468
8630	19082
2943	17293
5056	17156
5561	11464
3157	16583
8270	18583
17397	19341
5233	11313
7057	18629
1086	5370
12439	19103
10312	15902
12711	13989
9820	19558
13027	17454
2795	4109
5088	13537
9198	16950
6395	8599
3324	4036
2033	8083
2638	4677
5521	12638
15031	16008
6147	18539
1507	12596
7372	10116
3131	4548
529	7884
798	14692
3220	17284
13199	15025
2471	16163
11949	17804
2897	7763
6712	17810
10138	16673
1180	10923
9520	11689
1119	6212
6298	12541
12574	15133
9748	16315
12531	12757
4581	7327
3050	16149
8272	13934
9869	19478
3671	9715
10048	10459
579	15788
3983	17784
5733	16934
1305	15303
3112	13448
6515	7628
885	9605
1031	19004
4394	19030
6737	9582
10510	17346
585	17388
11198	12632
4250	16622
14546	15513
7770	15254
7269	7858
12279	12573
12014	16333
1225	17116
6452	7965
136	11187
7516	15521
6385	12121
6069	8523
7110	9196
7191	13450
1867	5800
5272	12369
5716	6315
8765	15714
9450	11383
7256	10785
11990	17728
2409	15175
5196	8821
4199	6767
9297	12489
8480	19353
2659	16651
1651	7695
6166	6761
11965	14413
9320	14545
1059	11217
1549	4255
8864	12258
5837	14219
543	6281
9953	13370
11305	15106
914	15335
3198	5660
6994	10941
2320	8180
2034	18708
8072	16121
1398	13538
17490	17817
3605	10838
4556	18943
4789	14096
1079	4850
9056	12055
6089	13569
8798	14837
1404	19671
4229	15821
8742	17248
4355	4607
11339	18328
5444	16896
9670	13011
1866	6833
10888	12566
9406	16200
7084	8777
1986	4676
6993	19183
462	19371
2599	17582
16062	17935
1759	18575
8282	11273
5814	6185
10885	17019
4553	16262
1796	14334
3706	4793
16494	16761
5057	6535
760	5921
8415	14307
8670	9612
4656	5040
2018	10943
2410	3750
4710	16800
10963	18158
624	8188
582	6622
435	1391
7606	11976
1314	17871
3486	15300
3660	13173
5346	15209
15352	19429
978	14948
12767	15479
8712	19346
14922	17143
5454	14441
5205	14023
5620	6308
8753	8911
210	19085
10874	12405
12005	17616
8665	16914
13704	15466
136	17555
1258	11041
1514	4090
7296	8297
2566	3283
268	13519
1979	6605
567	12512
8446	12453
12588	16437
2708	8183
13219	15479
3383	4654
1824	8799
6923	18828
5447	12930
8982	16035
11559	13434
5885	7134
9038	9415
1580	4121
14563	16713
1869	8530
231	15446
898	11611
7112	13486
2291	14098
7494	11396
839	11790
1191	17388
7136	10092
2758	15075
7174	17465
54	6364
109	8031
10937	15292
3341	19104
1308	3461
116	18231
10391	11589
12357	14125
1298	17969
12473	14023
10065	16692
1133	4124
1890	6317
1283	4829
10822	16283
15543	17054
6403	9758
17004	17727
6987	13620
3744	16991
9238	10178
17530	19510
3364	14705
4307	11995
16718	17720
876	6796
6566	16825
2123	18689
3699	18156
6000	14841
7213	18155
7583	14155
1087	6088
2006	2222
3490	18816
18148	19577
2426	8266
8451	13201
13036	13768
9544	12547
1327	9335
7262	10816
1912	2151
4676	11621
1893	5137
6105	19667
2430	9117
2645	13758
8312	19502
6787	16784
6725	11235
8278	8505
9796	15495
3396	10931
4527	18754
5388	14893
6913	9553
7837	13783
3989	11856
8210	17813
2873	15912
6603	13369
11049	13516
15684	17128
336	8795
2813	17208
2132	15987
527	11401
7018	16771
7922	16372
4043	4588
812	9147
1712	7645
4197	16248
2490	7522
8775	16133
17820	19329
3933	9272
6699	17397
10696	19067
9536	13448
12222	18930
5916	17932
3316	17847
425	4046
9542	12509
5392	17316
6879	17636
4168	8747
173	17306
7065	16492
2765	18236
9845	16554
5100	10525
7813	13475
7897	10205
1527	8692
8795	11531
780	8843
3500	14832
4133	14237
5740	14242
6326	18361
1348	18767
4135	7475
11309	11795
1448	17060
13548	14696
10583	13285
1460	7798
8843	19264
6887	17886
8978	16637
7648	11743
5966	10293
2996	7762
8227	13370
8710	13896
14932	16244
876	16720
12857	19267
18639	18843
17319	18723
580	3986
1263	17429
4039	19384
9370	18396
12596	14634
331	1716
7937	19465
492	13086
3934	17662
9442	14223
12081	14189
6136	10261
3964	9656
1037	11766
2329	11952
3012	6665
2321	4166
1590	14935
5838	6500
1683	5103
12474	14504
15963	16350
17190	18742
17638	17740
1705	19334
14106	17977
11420	15269
1559	16563
14049	17261
3204	18382
2925	17989
15290	15868
344	2670
4487	6239
4098	5871
1275	11577
11025	15604
7149	14055
2066	8223
1455	12878
6944	7639
434	6218
620	7797
2914	18736
5976	12755
7928	18333
3369	6113
10617	15282
12120	17624
6956	15761
13398	14770
6765	13118
4234	12342
4506	7404
476	7571
4977	12143
435	18003
1339	1787
10298	14177
1595	17900
2325	16624
4786	18345
3553	9753
2029	13924
1483	13532
9901	11013
966	4309
4512	15141
5938	16956
70	1069
5995	17973
9256	18289
3403	17425
528	16991
2872	17063
14631	15583
8370	12031
