691	2597
582	637
740	742
1159	2086
269	3235
472	1704
1625	1821
1119	2749
823	1909
877	2353
476	1247
1112	2927
509	1362
2668	2846
755	887
865	1335
303	3186
91	1992
2042	2303
2637	3164
864	1346
2509	2510
709	2174
2462	3224
965	1422
674	1865
1260	2219
458	2358
132	779
1411	2067
1093	2423
122	2421
1276	1291
1422	2622
1666	2427
2664	2991
1097	2933
203	2899
314	1605
934	1616
498	2652
2063	2113
486	1115
1940	2404
999	2351
1837	2811
253	1992
126	204
1471	3128
147	2404
12	839
616	2166
490	1394
1625	2680
3139	3244
1867	2357
83	2673
247	2088
2073	2592
1422	2234
2967	2968
294	540
918	3072
1103	1116
445	2891
494	1620
136	1940
677	1275
421	1162
59	968
486	1097
26	222
3286	3287
486	509
1524	3064
1239	2249
522	1830
877	2375
1345	1892
1343	2829
135	1566
87	2215
421	2275
248	1669
1806	2865
1386	1635
875	1625
2058	2727
1104	2871
3072	3080
690	2579
2651	2827
1617	2926
1523	3169
1422	2664
582	2066
748	2668
958	3035
442	2911
138	2196
1214	2230
2694	2695
968	1214
58	740
863	1780
1617	2211
1439	2638
527	1422
582	790
236	1582
550	3009
2014	2172
444	2655
1788	2251
648	651
1687	1992
605	859
222	567
1170	2726
709	1471
2555	2604
611	620
1307	2112
1719	2589
1644	2247
159	465
222	1392
870	2019
3146	3147
2580	2848
316	2931
2806	2807
1034	1230
2507	2520
2411	3273
2519	2718
992	2242
1771	1778
1981	2340
2729	2730
2774	2968
2597	2625
298	468
1078	1259
205	212
527	1943
1883	2678
51	2828
314	622
450	1965
874	2866
1981	3071
1181	3316
1651	3304
1902	2976
1253	1915
1589	2453
531	2610
607	2868
622	1708
1070	1625
136	1561
729	2977
1044	1395
1584	2379
1429	2520
847	2633
1657	2868
1422	2064
501	1011
567	2400
228	1233
2277	2655
83	1077
3200	3201
2447	2451
304	2025
2718	2720
1596	3252
541	2721
802	1854
933	1905
558	2976
682	881
755	2488
2056	3243
1422	2821
551	749
1214	2053
755	2622
263	2422
2638	2641
40	2625
616	931
269	3234
1933	2539
1271	1302
373	2925
807	1422
2090	2949
84	653
796	2217
673	2445
1266	3273
2398	2925
81	2414
1344	2118
1708	2596
492	2181
70	2335
1642	2474
1670	3256
3115	3116
1577	1882
155	922
982	1736
2894	3144
314	2637
1058	1366
2022	3312
356	3156
2000	2635
677	985
380	3188
1813	3294
559	1097
1012	2475
1995	2089
938	3251
2842	2843
1865	3046
81	591
232	252
968	1625
2379	2380
1422	2023
285	1967
1575	1944
1222	2434
541	928
1887	2431
2174	2861
709	1987
495	1422
1603	2867
979	2458
541	1620
1091	2861
471	2588
1164	2344
43	2633
965	2234
878	2313
595	878
1497	2336
410	3106
968	2564
962	2097
2342	2878
690	2948
12	2474
505	1729
472	3274
881	2363
1392	2634
747	1723
378	2767
1189	2060
1214	2860
1758	2217
1115	2891
444	1301
1125	2884
616	1422
1750	3321
259	2978
