1847	3219
764	2596
1275	2223
898	2155
809	2614
522	697
455	2375
2656	3083
634	3044
1364	3077
1011	2903
164	789
845	895
2164	3118
1946	2201
1570	2042
1158	2980
125	1694
782	1124
85	2300
203	1577
646	2271
1936	2172
788	2154
831	886
87	3072
1648	1908
1683	1773
161	1053
2269	2627
106	1782
309	632
473	2320
2643	3241
2217	2350
487	3105
342	2348
1446	2753
2532	3098
1568	1734
1587	2594
1658	3108
213	2156
1066	2364
876	1416
345	1226
1074	2562
2809	3000
1341	2879
1545	2346
9	2557
1247	2011
61	2073
555	3212
631	1752
1003	1669
2974	3042
1826	2654
989	3093
39	2003
2824	2910
966	3193
356	2274
891	2978
110	535
647	960
160	3002
2178	3058
1975	2551
387	2335
146	2547
1926	2999
541	1380
301	1023
1649	2834
187	3063
734	1391
2009	2289
792	796
2566	3083
980	1119
51	2481
2583	3272
2229	2556
2232	2362
807	849
109	2185
76	2812
1109	1234
764	1606
154	1298
198	1769
747	1547
1399	2428
1455	2563
860	3190
1786	3017
1042	2911
883	993
152	2208
1607	3016
1772	1955
186	473
1381	1566
612	1386
77	2017
8	366
675	2060
1315	1913
1229	1827
1113	2706
635	2741
363	610
191	2885
423	3160
1358	1869
1680	2716
596	1546
520	1448
1452	1745
72	709
120	3082
2687	3178
1604	1728
533	1011
945	2961
61	2204
1361	3142
1037	1325
1641	2836
648	1484
1731	2541
1058	2260
307	1454
696	1359
669	2784
536	1294
185	385
1085	2744
2446	2967
2614	3198
927	1094
1528	2589
456	2507
993	1435
476	2070
1034	1303
388	2271
571	1129
1310	1575
418	2372
1341	3003
1982	3174
193	1026
1512	2645
1735	1970
1141	2403
2569	3036
2454	2596
1382	1758
397	1662
989	1050
919	2663
499	2015
1963	2183
1569	1753
926	1486
1687	2108
338	1432
156	970
944	2696
651	2121
1002	2009
2310	2979
609	1011
734	1034
1447	1573
801	2848
1520	1703
871	2228
3072	3195
609	1432
917	3158
40	3062
220	2538
603	2316
543	1744
984	2757
121	775
622	1339
2098	2471
1557	2788
90	1567
761	2863
788	1509
1375	2878
922	1069
1075	1892
662	3120
917	2787
2381	2886
1962	3256
1597	2231
1336	1846
998	2732
347	854
366	3115
1307	1722
1463	3216
196	2118
1374	3029
374	630
2141	2184
483	2519
966	1857
417	635
2065	2078
424	2666
2166	2917
1602	1962
2244	3153
1589	2505
2241	2949
2786	2838
76	2398
137	1112
136	2512
1532	3160
619	2349
2169	2224
243	1084
678	2525
1007	2553
358	2108
712	2187
804	2321
696	2117
640	1415
684	2257
116	1512
827	2751
1088	2824
727	1688
449	1121
568	2740
159	2561
713	1421
72	1283
248	2067
1425	2310
516	1222
777	2703
241	522
1180	3197
491	2114
933	3052
555	2844
24	539
1816	3119
1172	2560
1020	2805
84	2792
1441	3239
1050	1837
996	2452
293	988
371	1726
276	539
1095	1614
136	2668
798	2499
1885	2185
1137	1408
612	2756
30	2576
2123	2901
541	3215
2491	3201
38	2727
1396	2518
420	2355
386	1481
184	2482
489	2101
25	145
1527	1765
1248	2995
613	1237
1767	2556
857	2485
106	3164
1616	1649
582	1865
77	2295
2403	2873
663	1629
855	2935
911	2812
855	910
728	2456
1118	1503
366	1877
37	1472
1530	3146
1075	2327
1322	2134
847	1114
1755	1889
1532	2238
1470	2921
1836	2009
1201	3006
1082	2597
1314	1942
1739	1985
565	3237
1135	1875
588	1001
623	2380
1066	2439
1027	1175
89	1784
1082	1878
798	2167
872	1473
2717	2827
1589	2750
2574	2683
1160	2546
1522	3132
244	902
1872	2259
512	3080
2516	2833
1440	2882
152	2472
1184	2101
1067	2507
723	1715
1769	3119
2164	2229
98	904
1731	2487
1014	2021
725	2755
708	2522
989	1143
110	463
536	1837
152	2519
980	3130
2171	2362
783	1051
1896	2039
1049	1157
703	3059
316	1948
242	283
827	2611
219	3065
2782	2902
2361	2822
211	569
674	876
158	1573
46	2819
2365	3044
1182	2706
1321	1638
3062	3210
904	2416
2636	3118
891	2383
2650	3168
1739	2857
954	1123
1078	2796
1953	2244
1644	3064
412	1687
1116	3050
349	844
3085	3249
732	2253
2577	2619
47	2608
750	951
2889	2937
556	3048
615	3047
1605	3098
402	2815
460	618
2644	2885
565	3015
1297	1947
2781	3173
1170	1813
451	1145
989	3134
477	1001
2165	3100
1395	2714
615	647
1458	1498
1243	3185
1057	1406
557	2005
918	1237
1465	2987
708	745
1210	1364
986	1569
674	1522
1425	3260
1861	3217
957	2997
861	2059
1181	1974
186	1736
1226	3188
634	2250
2	1892
2550	2581
2132	2160
2306	2480
1029	2980
236	2991
2056	2349
1893	2143
1121	3034
1190	1642
1370	2108
1244	1891
890	3081
722	2589
589	2141
1584	3124
849	1367
2853	3223
1020	3148
392	2810
930	1745
2388	2651
918	2297
328	760
2788	3155
1050	2458
1926	2699
2618	2947
1065	1194
2117	2233
1969	2636
257	490
2604	2903
1215	1536
404	1233
1779	2846
104	174
100	2311
1149	2332
32	693
119	3274
935	1484
438	684
769	2993
654	2139
814	3061
194	2895
1387	3183
1401	2568
23	2488
1050	1484
2214	2963
1181	1308
289	3094
1940	2713
1517	3128
211	262
587	1640
2134	2284
1391	2242
2444	2700
741	2510
1104	2944
280	909
1088	3018
299	430
158	3076
1404	1511
2657	2749
725	2791
925	2533
436	442
274	1014
455	3072
2296	3272
1964	2254
1464	2758
72	1738
689	2753
1597	1995
2734	3151
438	679
2711	3163
1051	2914
1700	2397
599	3123
231	995
1989	2054
1621	2877
1518	2444
2225	2467
616	2312
1319	1328
109	521
975	2510
1728	1736
1450	2492
310	2270
647	980
2783	3243
1596	2258
47	248
318	2805
1114	2881
320	1284
363	1519
1131	2866
448	2216
284	2073
2165	3151
58	2971
817	1962
140	3258
180	192
829	2646
1164	2335
269	2581
2615	3161
855	1508
664	1896
1255	2938
81	1258
733	2942
1158	2497
1431	2813
1653	3138
1641	3106
2055	2826
2184	2791
685	2078
2290	2837
1766	2351
1639	2103
1217	1972
1132	1423
286	1589
1317	1744
1975	2065
1032	1803
2131	3204
199	2183
214	2098
318	2949
66	2264
791	2328
1713	2451
102	1383
1445	2288
2575	3038
495	2719
425	2027
1361	2169
124	2592
799	3231
1064	2031
2279	3202
517	1598
298	3144
593	2888
2355	3006
352	602
332	1760
169	1154
105	2536
69	2215
66	916
872	1418
1851	3123
1017	2732
997	2680
637	2060
904	3015
1861	2875
1916	2587
383	793
2625	2635
1483	1866
1172	1593
2300	2878
1270	1613
2719	2724
932	2223
1147	1337
2126	2424
2079	3000
1973	3050
88	1036
2029	2627
430	627
3096	3153
